URL,Bug Type,Language,Component,Root Cause,Effect,Framework,Rational,File ,Code Before Change,Code After Change
https://github.com/thedigitalworkplace/Autogen/commit/1b8d65df0a54354b5fec152f9aa4162827a7fb2d#diff-5c90ea22e07a2b469f2fa38e46b32d69f19942152caf396628736288971a1ffcR26-R32,Initialization Bug (IB),Python,Tools,API Misuse-Wrong API Context (AM.WAC),Unknown (UN),Autogen,"BT: db initialized incorrectly
RC: Incorrect understadnign of the task of PGVector 
ET: Not specified in the commit ",test_pgvectordb.py,"from autogen.agentchat.contrib.vectordb.pgvector import PGVector
db = PGVector(connection_string=db_config[""connection_string""])","from autogen.agentchat.contrib.vectordb.pgvectordb import PGVectorDB
db = PGVectorDB(connection_string=db_config[""connection_string""])"
https://github.com/thedigitalworkplace/Autogen/commit/b46625934ba5143c1a8fde6eb5b174178227c8e1,Logic Bug (LB),Python,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Silent Fail (SF),Autogen,"BT: Incorrect logic for termination
RC: Termination logic incorrectly implemented
ET: Terminates when _rount_count is below the threshold by one",group_chat.py," if self._round_count == self._num_rounds * len(self._participants):
            # End the conversation after the specified number of rounds.
            await self.publish_message(Termination())","if self._round_count > self._num_rounds * len(self._participants):
    # End the conversation after the specified number of rounds.
    await self.publish_message(Termination())
    return"
https://github.com/thedigitalworkplace/Autogen/commit/b46625934ba5143c1a8fde6eb5b174178227c8e1,Logic Bug (LB),Python,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Silent Fail (SF),Autogen,"BT: Buffer message clear logical flow incorrect
RC: Buffer clearance logic is incorrect
ET: Clears the buffer instead of removing single instance",multi_agent_debate.py, self._buffer.clear(),"self._buffer.pop((message.session_id, message.round))"
https://github.com/thedigitalworkplace/Autogen/commit/871a83fcc5aff0bd8e2d4701ebf48819f5e1e7d0,Configuration Bug (CB),Python,Agent Core,API Misuse-Invalid API Arguments (AM.IAA),Unknown (UN),Autogen,"BT: create method incorrectly configured
RC: create method took more parameter
ET: Not specified in the commits",_assistant_agent.py,"result = await self._model_client.create(
                llm_messages, tools=self._tools + self._handoff_tools, cancellation_token=cancellation_token
            )","result = await self._model_client.create(llm_messages, cancellation_token=cancellation_token)"
https://github.com/thedigitalworkplace/Autogen/commit/972b4ed024fbf5657467196832017ac9380da880,Logic Bug (LB),Python,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Incorrect Output (IO),Autogen,"BT:  Incorrect conditional logic
RC: Logic flow is incorrect
ET: It will return message even when all the conditions are not satisfied",transforms.py,"if self._max_messages is None:
            return messages","
if self._max_messages is None or len(messages) <= self._max_messages:
            return messages"
https://github.com/thedigitalworkplace/Autogen/commit/4e95630fa95111166d29d24fe47ffcdea059acbb,Logic Bug (LB),C#,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Unknown (UN),Autogen,"BT: Item add logic in conversationHistory is incorrect
RC: conversationHistory received incorrect item to add
ET: Not clear from the commit",GroupChat.cs," if (chatHistory != null)
        {
            conversationHistory.AddRange(conversationWithName);
            
        }"," if (chatHistory != null)
        {
            conversationHistory.AddRange(chatHistory);
        }"
https://github.com/thedigitalworkplace/Autogen/commit/a1d782d3ec1f732e4ed49b49f72850ca336f30b5,Configuration Bug (CB),Python,Planning,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Unknown (UN),Autogen,"BT: cancellation_token is incorrectly configured
RC: cancellation_token got incorrect parameter value
ET: Not specified in the commit",_user_proxy_agent.py,"agent_task = asyncio.create_task(
                        agent.on_messages(
                            [TextMessage(content=""What is your name? "", source=""user"")],
                            cancellation_token=CancellationToken(),
                        )
                    )","agent_task = asyncio.create_task(
                        agent.on_messages(
                            [TextMessage(content=""What is your name? "", source=""user"")],
                            cancellation_token=token,
                        )
                    )"
https://github.com/tryAGI/LangChain/commit/eb75afd241c90db20e1fa383eb84da58ac4a143e#diff-4088b8929fea6d09ed39f88e1c8339f7b2277e6a1610a16dc9c7c4cb7159905dR1-L12,Reference Bug (RB),C#,Unknown,Incorrect Instruction-Prompt Orchestration (II.PO),Crash (CR),Semantic Kernel,"BT: Reffered incorrect class location
RC: Code flow incorrect
ET: Should throw ImportError",ConversationDTO.cs,using LangChain.Utilities.Classes.Repository;,using LangChain.Serve.Classes.Repository;
https://github.com/SciSharp/LLamaSharp/commit/14ba50fe5959080bd1a1baef51722d35323d3bfb,Logic Bug (LB),C#,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),Semantic Kernel,"BT: Tokenizer logic not implemented to address null instances
RC: Tokenizer controll flow not correctly implemented for documents[idx]
ET: May thow NullReferenceException if documents[idx] is null ",LLamaReranker.cs,var docTokens = Context.Tokenize(documents[idx]);,"var docTokens = Context.Tokenize(documents[idx] ?? """");"
https://github.com/tryAGI/LangChain/commit/0d497ca234ccfefa9002895447833e60ea274a48#diff-382d06e695d3c0a42f6217f855951d97fded6633cd5a5c25f1cda63a1d6783f1L35-R44,Reference Bug (RB),C#,Agent Core,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),Semantic Kernel,"BT:  Incorrect reference of module
RC: File import controll flow module incorrect
ET: For incorrect reference, it should throw namespace not found error",OllamaChatModel.cs,"await Provider.Api.PullModelAndEnsureSuccessAsync(Id, cancellationToken: cancellationToken).ConfigureAwait(false);","await Provider.Api.Models.PullModelAndEnsureSuccessAsync(Id, cancellationToken: cancellationToken).ConfigureAwait(false);"
https://github.com/tryAGI/LangChain/commit/0d497ca234ccfefa9002895447833e60ea274a48#diff-382d06e695d3c0a42f6217f855951d97fded6633cd5a5c25f1cda63a1d6783f1L35-R44,Initialization Bug (IB),C#,Agent Core,API Misuse-Invalid API Arguments (AM.IAA),Unknown (UN),Semantic Kernel,"BT:  Class initialized incorrectly
RC: Passed incorrect parameter
ET: Not provided in the commit",OllamaChatModel.cs,"var response = Provider.Api.Completions.GenerateCompletionAsync(new GenerateCompletionRequest
        {
            Prompt = prompt,
            Model = Id,
            Options = Provider.Options,
            Stream = true,
            Raw = true,
            Format = UseJson ? ""json"" : string.Empty,
        }, cancellationToken);","var response = Provider.Api.Completions.GenerateCompletionAsync(new GenerateCompletionRequest
        {
            Prompt = prompt,
            Model = Id,
            Options = Provider.Options,
            Stream = true,
            Raw = true,
            Format = UseJson ? GenerateCompletionRequestFormat.Json : null,
        }, cancellationToken);"
https://github.com/tryAGI/LangChain/commit/0d497ca234ccfefa9002895447833e60ea274a48#diff-04c1e8ee6f1c12e875dcff39617e8e6a5d4e5732c57632d03a24beff9c399be4R33,Reference Bug (RB),C#,Agent Core,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),Semantic Kernel,"BT:  Incorrect reference of module
RC: File import controll flow module incorrect
ET: For incorrect reference, it should throw namespace not found error",OllamaEmbeddingModel.cs,var response = await Provider.Api.GenerateEmbeddingAsync(new GenerateEmbeddingRequest,var response = await Provider.Api.Embeddings.GenerateEmbeddingAsync(new GenerateEmbeddingRequest
https://github.com/LittleLittleCloud/Agent-ChatRoom/commit/a8fe2e481e486fdabe1b004fcbe2242af2fafc1b#diff-0523505d5dfaf08d485972d563e12c4dbdf6d74d3d450e6216a0c83a241d6969R4-L358,Argument Bug (AB),C#,Unknown,API Misuse-Invalid API Arguments (AM.IAA),Crash (CR),Semantic Kernel,"BT: Incorrect argument passed to CreateChannel method
RC: API called with incorrect parameter
ET: Should thow ArgumentBug",ConsoleChatRoomService.cs,await room.CreateChannel(new ChannelInfo(channelName));,await room.CreateChannel(channelName);
https://github.com/LittleLittleCloud/Agent-ChatRoom/commit/a8fe2e481e486fdabe1b004fcbe2242af2fafc1b#diff-cdeacd754a8b6904ca5528e1655ca08ec44fa7441a10e80ffdc3395f0d015c29R25-R56,Configuration Bug (CB),C#,Unknown,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Unknown (UN),Semantic Kernel,"BT:  JoinRoom configured incorrectly
RC: JoinRoom got incorrect parameter value
ET: Not specified ",RoomGrain.cs," await ob.JoinRoom(agent, this.GetPrimaryKeyString());"," await ob.JoinRoom(agent, this.GetPrimaryKeyString());"
https://github.com/LittleLittleCloud/Agent-ChatRoom/commit/a8fe2e481e486fdabe1b004fcbe2242af2fafc1b#diff-b3074baecba2094a4e7ff0b44b56bf33d749eb69db93c929b4d0ab2c8173d034R80-R238,Argument Bug (AB),C#,Unknown,API Misuse-Invalid API Arguments (AM.IAA),Crash (CR),Semantic Kernel,"BT: Incorrect arguemt passed to the method
RC: CreateChannel got incorrect parameter
ET: Should thow ArgumentBug",RoomGrainTests.cs,await roomGrain.CreateChannel(testChannel);,await roomGrain.CreateChannel(testChannel.Name);
https://github.com/kbeaugrand/SemanticKernel.Agents.DatabaseAgent/commit/6e53014e32d4e8d99b44a0590fae6e8fd85abb2f,Logic Bug (LB),C#,Agent Core,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),Semantic Kernel,"BT:  Incorrect code/logical component for invoking llm
RC: Incorrectly implemented message invoke 
ET: Operation leads to timeout which is not handled leading to crash",DatabaseKernelAgentExtension.cs,"var kernelArguments = new KernelArguments
                            {
                                { ""prompt"", message }
                            };

                            var responses = await agent.Kernel.Plugins[nameof(DatabasePlugin)][""ExecuteQuery""]
                                                        .InvokeAsync(kernel: agent.Kernel, kernelArguments);","var responses = agent.InvokeAsync(new ChatMessageContent(AuthorRole.User, message.ToString()), thread: null)
                                                    .ConfigureAwait(false);"
https://github.com/tryAGI/LangChain/commit/3ca66f40b78a813e24e62a77d71b8705d1feee2f#diff-1f2f85a579091acf501cc86aa2042a75d341da34234aa1c12dda15d5319094f0R21-R124,Logic Bug (LB),C#,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Incorrect Output (IO),Semantic Kernel,"BT: Logical check condition incorrect
RC: Logical component not correctly implemented
ET: Faulty logic will lead to incorrect value being returned",MarkdownHeaderTextSplitter.cs,"if (line.StartsWith(header, StringComparison.Ordinal) && line[header.Length] == ' ')","if (line.Trim().StartsWith(header, StringComparison.Ordinal) && line[header.Length] == ' ')"
https://github.com/tryAGI/LangChain/commit/2dde62adcb5d7f53124745739dd63c91879f739f#diff-bfe17f09e13a66d955e682d7243269adc079b0460326fa45172de7c219133ba6R11,Configuration Bug (CB),C#,Agent Core,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Crash (CR),Semantic Kernel,"BT:  customEndpoint incorrectly configured
RC: incorrect customEndpoint parameter passed
ET: Should throw invalid request error",AnyscaleProvider.cs,"public AnyscaleProvider(string apiKey) : base(apiKey, customEndpoint: ""api.endpoints.anyscale.com"")","public AnyscaleProvider(string apiKey) : base(apiKey, customEndpoint: ""https://api.endpoints.anyscale.com/v1"")"
https://github.com/kbeaugrand/SemanticKernel.Connectors.Memory.SqlServer/commit/b6b1c835d15b3b8f1a84b611aa415aa7e2c8d833#diff-e13a44fbf680b5a6cc0058276ef7b83f1a9262458b00b7b3a69e9dbfc2c2f3cfR45,Initialization Bug (IB),C#,Tools,API Misuse-Invalid API Arguments (AM.IAA),Crash (CR),Semantic Kernel,"BT: _dataSource initialized incorrectly
RC: Incorrect attribute type assed in second arguement
ET: Should thow Attribute Error",SqlServerMemoryStoreTests.cs," this._dataSource = new SqlServerClient(connectionString, ""dbo"");","this._dataSource = new SqlServerClient(connectionString, new SqlServerConfig
        {
            Schema = ""ai""
        });"
https://github.com/kbeaugrand/SemanticKernel.Connectors.Memory.SqlServer/commit/b6b1c835d15b3b8f1a84b611aa415aa7e2c8d833#diff-4325731b4fde7d149a1c410793a3746e8506a3e8ee3f7eab6241542a52e1cdcbR28-L38,Initialization Bug (IB),C#,Tools,API Misuse-Invalid API Arguments (AM.IAA),Crash (CR),Semantic Kernel,"BT: client initialized incorrectly
RC: Incorrect attribute type assed in second arguement
ET: Should thow Attribute Error",SqlServerMemoryStore.cs,"var client = new SqlServerClient(connectionString, schema);","var client = new SqlServerClient(connectionString, config ?? new());"
https://github.com/SciSharp/LLamaSharp/commit/36c71abcfb7c796bd54398fb4bc19f925ac7817c#diff-dbdeaa03322ada338657281722176286ce802c6f8c977dd261efd24abb9cd3c7R101-R113,API Bug (APIB),C#,Tools,API Misuse-Wrong API Context (AM.WAC),Incorrect Output (IO),Semantic Kernel,"BT: Incorrect API used
RC: Incorrect understanding of ToString output
ET: Returns incorrect output",LLamaContext.cs,return decoder.ToString();,return decoder.Read();
https://github.com/LittleLittleCloud/Agent-ChatRoom/commit/8d636418284b2d27ded8c90d033c3b204da0f477#diff-8948485469dac743f97f08615db927fd02d4cfc3456db5928f2943d020d50364R49,Configuration Bug (CB),C#,Agent Core,Incorrect or Missing Parameter Value-Missing Value (IMP.MV),Unknown (UN),Semantic Kernel,"BT: AgentFactory.CreateIssueHelperAgent incorrectly configured
RC: Missed two parameter values (passed default value)
ET: Not specified",IssueHelperAgentTests.cs,"var issueHelperAgent = AgentFactory.CreateIssueHelperAgent(openaiClient, aoaiDeployName!, ghClient);"," var issueHelperAgent = AgentFactory.CreateIssueHelperAgent(openaiClient, aoaiDeployName!, ghClient, ""LittleLittleCloud"", ""Agent-ChatRoom"");"
https://github.com/SciSharp/LLamaSharp/commit/2abc2ecfca12f8465bd4aa9840a279a83aca7348,Logic Bug (LB),C#,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Warning (WR),Semantic Kernel,"BT: Null warning supression warning not added
RC: Incorrectly implemented ModelParams call
ET: Null forgiving operator suppresses warning",StatelessChatService.cs,"var @params = new Common.ModelParams(configuration[""ModelPath""])","var @params = new Common.ModelParams(configuration[""ModelPath""]!)"
https://github.com/SciSharp/LLamaSharp/commit/9fe878ae1fb392e2b9f648a89f843b2a13c0dd1a#diff-2abd2523adbfb6287d9e1c6171c4cd247933b64f217fa81483e222af07dcf924L55-R55,Initialization Bug (IB),C#,Agent Core,Incorrect or Missing Parameter Value-Missing Value (IMP.MV),Unknown (UN),Semantic Kernel,"BT: batch initialized incorrectly
RC: LLamaBatch invoked with default parameter
ET: Not specified",BatchedDecoding.cs,var batch = new LLamaBatch(),var batch = new LLamaBatch(1)
https://github.com/tryAGI/LangChain/commit/dbd589338790df0052a2e166a4df5239a409f443#diff-85eaa4133c6c619415faaff685a174e526e240e3b6dc8d1d211d68301110acb9L49-R110,Initialization Bug (IB),C#,Agent Core,Incorrect or Missing Control Flow-Missing Flow (IMCF.MF),Unknown (UN),Semantic Kernel,"BT:  returnValues incorectly initialized
RC: ConfigureAwait method not invoked
ET: Not specified",BaseChain.cs,var returnValues = await CallAsync(values);,var returnValues = await CallAsync(values).ConfigureAwait(false);
https://github.com/kbeaugrand/SemanticKernel.Agents.DatabaseAgent/commit/7e89f6402f996aa76a031c4c3ded991bd542e330,Logic Bug (LB),C#,Tools,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Unknown (UN),Semantic Kernel,"BT: callToolResponse incorrectly invoked
RC: Incorrect flow of adding items 
ET: Not specified",DatabaseKernelAgentExtension.cs," callToolResponse.Content.Add(new()
                            {
                                callToolResponse.Content.Add(new()
                                {
                                    Type = ""text"",
                                    Text = response.Content
                                });
                            }
                             ","callToolResponse.Content.Add(new()
                                Type = ""text"",
                                Text = responses.GetValue<string>()
                            });"
https://github.com/SciSharp/LLamaSharp/commit/0d40338692055d1e38544fe86f48585210ff3f4f,Initialization Bug (IB),C#,Tools,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Unknown (UN),Semantic Kernel,"BT: params incorrectly initialized
RC: MaxTokens got incorrect values
ET: Not specified ",StatelessExecutorTest.cs,"var @params = new InferenceParams()
            {
                MaxTokens = 100,
                TokensKeep = question.Length,
            };","var @params = new InferenceParams()
            {
                MaxTokens = 80,
                TokensKeep = question.Length,
            };"
https://github.com/SciSharp/LLamaSharp/commit/0d40338692055d1e38544fe86f48585210ff3f4f,Logic Bug (LB),C#,Agent Core,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Unknown (UN),Semantic Kernel,"BT:  Incorrect logical condition
RC: Logical control flow incorrect
ET: Not specified",LLamaStatelessExecutor.cs,if (n_past + tokens.Count > Context.ContextSize),if (n_past + tokens.Count >= Context.ContextSize)
https://github.com/SciSharp/LLamaSharp/commit/3234a33b2c2397dde04eb511225b2033f91a4a15,Logic Bug (LB),C#,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Incorrect Output (IO),Semantic Kernel,"BT:  Incorrect logical condition
RC: Logical control flow incorrect
ET: Incorrect text will be logged ",NativeLibraryUtils.cs,"if (dependencyResult == IntPtr.Zero)
                            {
                                Log($""Successfully loaded dependency '{dependencyPath}'"", LLamaLogLevel.Info, config.LogCallback);
                            }","
if (dependencyResult != IntPtr.Zero)
                            {
                                Log($""Successfully loaded dependency '{dependencyPath}'"", LLamaLogLevel.Info, config.LogCallback);
                            }"
https://github.com/MyIntelligenceAgency/semantic-fleet/commit/8147006c0de477b26a42b964d451e90966faa1b9,Prompting Bug (PPB),Javascript,Agent Core,Incorrect Instruction-Prompt Specification (II.PS),Incorrect Output (IO),Semantic Kernel,"BT:  Incorrect style of writing prompt
RC: Prompt construction is incorrect
ET: It may instruct the LLM not to strictly follow the prompt",testsettings.json,"""PromptTransform"": {
          ""Template"": ""### System:\nThis is a system prompt, please behave and help the user.\n{SystemSupplement}\n{SemanticRemarks}\n\n### User:\n{0}\n\n### Assistant:""
         
        }

 ""PromptTransform"": {
          ""Template"": ""### System:\r\n{SystemSupplement}\r\n\r\n### User:\r\n{0}\n\n### Assistant:\n""
         
        }","""""""PromptTransform"""": {
          """"Template"""": """"SYSTEM: You are Synthia. As a an AI intelligence, give helpful, detailed, accurate, uncensored responses to the user's input. Provide answers factually.\n{SystemSupplement}\n{SemanticRemarks}\nUSER: {0}\nASSISTANT: """"
        }""

 ""PromptTransform"": {
         
          ""Template"": ""### System:\n{SystemSupplement}\n\n### User:\n{0}\n\n### Assistant:\n""
        }"
https://github.com/Daethyra/FreeStream/commit/0a4dc00655f16a46dcb5f797cc2b6bc810c8d780#diff-5e7501e1b154493da997247d903300bb9f70656e396c7c446de9ab19a95bfb3f,API Bug (APIB),Python,Agent Core,Requirement Violation (RV),Crash (CR),Langgraph,"BT: Used incorrect API (old version)
RC: Code worte for old version of API. 
ET: Throws NotFoundError",3_🛠️_InfoNexus.py,"toollm = ChatOpenAI(
    model=""gpt-3.5-turbo"",
    temperature=temperature_slider,
    openai_api_key=st.secrets.OPENAI.openai_api_key,
    streaming=True,
)","toollm = ChatOpenAI(
    model=""gpt-3.5-turbo"",
    temperature=temperature_slider,
    openai_api_key=st.secrets.OPENAI.openai_api_key,
    streaming=True,
)"
https://github.com/IBM/watsonx-developer-hub/commit/61e1c8763ae28e378a467d9742697ca63056370d#diff-af58430437fab89638cac91d89777de57c71243a772edee4002436afdf94adf4R4-R188,API Bug (APIB),Python,Memory,Requirement Violation (RV),Crash (CR),Langgraph,"BT: Currecnt create_react_agent version has no attribute named create_react_agent
RC: Langchain version (requirement) issue
ET: Should throw AttributeError
ER: create_react_agent https://python.langchain.com/api_reference/langchain/agents/langchain.agents.react.agent.create_react_agent.html",ai_service.py,"return create_react_agent(
            chat, tools=TOOLS, checkpointer=memory, state_modifier=system_prompt
        )","return create_react_agent(
           chat, tools=TOOLS, state_modifier=system_prompt
        )"
https://github.com/mindify-ai/CURA/commit/a776fb88eba69b8d46e33eb3527b065b06b549f7#diff-ad16ea6092f9cd464604ac619cb23ae94cdf50ac901a005e50cf9ca59a003628R166-R276,Configuration Bug (CB),Python,Agent Core,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Unknown (UN),Langgraph,"BT: config parameter incorrectly configured
RC: recursion_limit has incorrect value
ET: Not specified",prediction.py,"graph.invoke(init_state, config={""recursion_limit"": 18})","graph.invoke(init_state, config={""recursion_limit"": 20})"
https://github.com/srtab/daiv/commit/a1555d02648c9c9f12b3c5281b437ce850c663d5#diff-009ec18643f217271e6d0f09cca35d5d82963bb0590acdc4bf370cd8251a50edR11-R13,Reference Bug (RB),Python,Planning,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Crash (CR),Langgraph,"BT:  ReviewAddressorAgent referred to incorrect module
RC: Incorrect controll flow for import
ET: Should Throw  ImportError",tasks.py,from automation.graphs.review_adressor.agent import ReviewAdressorAgent,from automation.graphs.review_addressor.agent import ReviewAddressorAgent
https://github.com/shamspias/langchain-chat/commit/d24b4eb52b9d3fbbe15dc843013a1ecb12b559b6,Argument Bug (AB),Python,Tools,API Misuse-Invalid API Arguments (AM.IAA),Crash (CR),Langgraph,"BT:  Incorrect API argument passed
RC: VectorstoreIndexCreator does not take API key
ET: Should throw ArgumentBug
ER: VectorstoreIndexCreator https://api.python.langchain.com/en/latest/indexes/langchain.indexes.vectorstore.VectorstoreIndexCreator.html",‎chroma_test.py,index_creator = VectorstoreIndexCreator(openai_api_key=OPENAI_API_KEY),index_creator = VectorstoreIndexCreator()
https://github.com/kryvokhyzha/langgraph-agent-toolkit/commit/928c15ba2e42ce7d9fefbb089380abb1784c20ce,Configuration Bug (CB),Python,Agent Core,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Unknown (UN),Langgraph,"BT: AgentClient incorrectly initialized
RC: Incorrect parameter value for agent 
ET: Not specified",test_docker_e2e.py,"client = AgentClient(""http://0.0.0.0"", agent=""chatbot"")","client = AgentClient(""http://0.0.0.0"", agent=""chatbot-agent"")"
https://github.com/kyaukyuai/gpt-all-star/commit/1467ceef25fbe5968e204f06091ff785ec40b6d1#diff-3f7bbc2210e51e5a1173151a751d31edf96bbce63f0222b8d8468333c6bac27fR58-R61,Parsing Bug (PRB),Python,Planning,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Incorrect Output (IO),Langgraph,"BT:  Issue in the perser
RC: Perser logic incorrectly implemented
ET: Return message without correctly parsing",chain.py,"return {""next"": self.remove_quotes(message.next)}","next = self.remove_quotes(message.next)
            if next in member_names:
                return {""next"": next}
            return {""next"": ""FINISH""}"
https://github.com/josefdc/ImageAgent/commit/844cc12a9cb041a2fd5e479c56d505fb5945fe69,Model Bug (MB),Python,Agent Core,Component Mismatch (CM),Incorrect Output (IO),Langgraph,"BT:  Incorrect model used
RC: Incorrect LLM component used
ET: Return different output",agent_graph.py,"model = ChatOpenAI(model=""gpt-4o-mini"", temperature=0, api_key=api_key, max_retries=1, timeout=45)","model = ChatOpenAI(model=""gpt-4o-2024-11-20"", temperature=0, api_key=api_key, max_retries=1, timeout=45)"
https://github.com/shamspias/langchain-chat/commit/bba1c6963e884e114e184576395b041f6756e25f,Prompting Bug (PPB),Python,Agent Core,Incorrect Instruction-Prompt Specification (II.PS),Incorrect Output (IO),Langgraph,"BT:  Issue in the prompt
RC: Prompt constraction incorrect
ET: Incorrect prompt will return unexpected output",‎with_faiss.py,"messages = [
    SystemMessage(
        content=""You are a helpful assistant that know everything about langchain.You can also answer questions about ""
                ""the langchain library. You write code with proper explanation and understand the code bug and can ""
                ""fixed it or give solution"")
        
]","messages = [
  
        content=""You know everything about langchain and you can give any solution and write code for any problem."")
]"
https://github.com/kaymen99/Upwork-AI-jobs-applier/commit/97b115891cd678a0b15a08ff40de7996d289b1bf,Model Bug (MB),Python,Agent Core,Component Mismatch (CM),Incorrect Output (IO),Langgraph,"BT:  Incorrect model used
RC: Incorrect LLM component used
ET: Return different output",,"results = await ainvoke_llm(
            system_prompt=score_jobs_prompt,
            user_message=f""Evaluate these Jobs:\n\n{jobs_list}"",
            model=""google/gemini-1.5-flash"",
            response_format=JobScores
        )","results = await ainvoke_llm(
            system_prompt=score_jobs_prompt,
            user_message=f""Evaluate these Jobs:\n\n{jobs_list}"",
            model=""openai/gpt-4o-mini"",
            response_format=JobScores
        )"
https://github.com/Mhijazi16/Autopilot/commit/64c26fb84b6f9ee5b4d3d9a6e3b597b0fb2ab0b3,Initialization Bug (IB),Python,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Silent Fail (SF),Langgraph,"BT: newTaskID initialized incorrectly
RC:  Incorrect logical flow for using the same id for all instances
ET: Will not generate newTask with different ID. (all instances will have the same id)",Tasks.js,"const newTaskId = -1;
const newTask = {
      id: newTaskId,
      name: `Task Name`,
      commands: [
        {
          id: newTaskId + 1,
          name: ""default"",
          text: ""command"",
          icon: defaultIcon,
          status: ""idle"",
        },
      ],
    };","const newTaskId = tasks.length + 1;
const newTask = {
      id: newTaskId,
      name: `Task Name`,
      commands: [
        {
          id: newTaskId + 1,
          name: ""default"",
          text: ""command"",
          icon: defaultIcon,
          status: ""idle"",
        },
      ],
    };"
https://github.com/kyaukyuai/gpt-all-star/commit/1803420ffd2186686705b0461c7d8e638c7eb579,Initialization Bug (IB),Python,Planning,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Incorrect Output (IO),Langgraph,"BT: members initialized incorrectly
RC: Incorrect logic of passing members' name/ members' role name
ET: Incorrect value passed to the LLM call lead to incorrect output",chain.py,members = [member.name for member in members],members = [member.role.name for member in members]
multi_agent_collaboration_graph.py,Configuration Bug (CB),Python,Unknown,Incorrect or Missing Parameter Value-Incorrect Value (IMP.IV),Unknown (UN),Langgraph,"BT:  add_edge incorrectly configured
RC:add_edge called with incorrect value
ET: Not specified",multi_agent_collaboration_graph.py,"self._state_graph.add_edge(agent.name, SUPERVISOR_NAME)",
https://github.com/kyaukyuai/gpt-all-star/commit/1803420ffd2186686705b0461c7d8e638c7eb579,Initialization Bug (IB),Python,Unknown,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Incorrect Output (IO),Langgraph,"BT: conditional_map initialized incorrectly
RC: Incorrect logic of passing members' name/ members' role name
ET: Incorrect value passed to the LLM call lead to incorrect output",multi_agent_collaboration_graph.py," conditional_map = {agent.name: agent.name for agent in self.agents}
        conditional_map[""FINISH""] = END
        self._state_graph.add_conditional_edges(
            SUPERVISOR_NAME, lambda state: state[""next""], conditional_map
        )"," conditional_map = {agent.role.name: agent.role.name for agent in self.agents}
        conditional_map[""FINISH""] = END
        self._state_graph.add_conditional_edges(
            SUPERVISOR_NAME, lambda state: state[""next""], conditional_map
        )"
https://github.com/aibtcdev/aibtcdev-backend/commit/62f3f3aacc67f40833641c6251b6fbf50fc5d5eb,Logic Bug (LB),Python,Agent Core,Incorrect or Missing Control Flow-Incorrect Flow (IMCF.IF),Unknown (UN),Langgraph,"BT: Incorrect async logic for specific operation
RC: Logical flow incorrect
ET: Not specified",crew.py,"result = await execute_crew(account_index, crew_id, input_str)",
https://github.com/dcflorencio/langgraph-reagent/commit/00d38c1d44ca83825498c325e6e09b951d2b4e46,Argument Bug (AB),Python,Agent Core,API Misuse-Invalid API Arguments (AM.IAA),Crash (CR),Langgraph,"BT:  api_key arguement not passed
RC: LLM api not invoked with correct parameters
ET: It should throw AuthenticationError for not setting key in env or passing in params",model.py,"return ChatAnthropic(temperature=0, model_name=""claude-3-5-sonnet-20240620"")","return ChatAnthropic(temperature=0, model_name=""claude-3-5-sonnet-20240620"",api_key=anthropic_api_key)"
